file,subject,session,trial,detected,latency_s,is_clean,artifact_max_uV
sess02_subj01_EEG_MI.mat,1,2,67,True,0.6000000000000001,True,361.29998779296875
sess02_subj01_EEG_MI.mat,1,2,68,True,0.6000000000000001,True,462.3999938964844
sess02_subj01_EEG_MI.mat,1,2,69,False,nan,False,1020.0
sess02_subj01_EEG_MI.mat,1,2,70,False,nan,True,585.2999877929688
sess02_subj01_EEG_MI.mat,1,2,71,True,0.6000000000000001,True,268.1000061035156
sess02_subj01_EEG_MI.mat,1,2,72,True,0.6000000000000001,True,416.1000061035156
sess02_subj01_EEG_MI.mat,1,2,73,False,nan,True,564.0
sess02_subj01_EEG_MI.mat,1,2,74,True,0.4500000000000002,True,423.5
sess02_subj01_EEG_MI.mat,1,2,75,False,nan,False,1511.800048828125
sess02_subj01_EEG_MI.mat,1,2,76,False,nan,True,488.8999938964844
sess02_subj01_EEG_MI.mat,1,2,77,False,nan,True,329.29998779296875
sess02_subj01_EEG_MI.mat,1,2,78,False,nan,False,2130.199951171875
sess02_subj01_EEG_MI.mat,1,2,79,False,nan,True,433.1000061035156
sess02_subj01_EEG_MI.mat,1,2,80,True,0.3999999999999999,True,601.9000244140625
sess02_subj01_EEG_MI.mat,1,2,81,True,0.6000000000000001,True,745.2000122070312
sess02_subj01_EEG_MI.mat,1,2,82,True,0.6000000000000001,True,567.2999877929688
sess02_subj01_EEG_MI.mat,1,2,83,True,0.6000000000000001,True,388.8999938964844
sess02_subj01_EEG_MI.mat,1,2,84,True,0.3999999999999999,False,3276.699951171875
sess02_subj01_EEG_MI.mat,1,2,85,True,0.4500000000000002,False,1319.699951171875
sess02_subj01_EEG_MI.mat,1,2,86,True,0.5499999999999998,False,1069.699951171875
sess02_subj01_EEG_MI.mat,1,2,87,True,0.6000000000000001,True,687.7999877929688
sess02_subj01_EEG_MI.mat,1,2,88,True,0.3500000000000001,True,586.2999877929688
sess02_subj01_EEG_MI.mat,1,2,89,False,nan,True,603.7999877929688
sess02_subj01_EEG_MI.mat,1,2,90,True,0.6000000000000001,True,495.29998779296875
sess02_subj01_EEG_MI.mat,1,2,91,False,nan,True,410.20001220703125
sess02_subj01_EEG_MI.mat,1,2,92,True,0.3500000000000001,True,444.8999938964844
sess02_subj01_EEG_MI.mat,1,2,93,True,0.6000000000000001,False,999.2000122070312
sess02_subj01_EEG_MI.mat,1,2,94,False,nan,True,686.5
sess02_subj01_EEG_MI.mat,1,2,95,True,0.6000000000000001,True,653.4000244140625
sess02_subj01_EEG_MI.mat,1,2,96,True,0.3500000000000001,False,1464.9000244140625
sess02_subj01_EEG_MI.mat,1,2,97,False,nan,True,522.4000244140625
sess02_subj01_EEG_MI.mat,1,2,98,True,0.6000000000000001,True,385.1000061035156
sess02_subj01_EEG_MI.mat,1,2,99,True,0.3999999999999999,True,392.6000061035156
sess02_subj01_EEG_MI.mat,1,2,100,False,nan,True,487.6000061035156
sess02_subj02_EEG_MI.mat,2,2,1,True,0.6000000000000001,True,437.79998779296875
sess02_subj02_EEG_MI.mat,2,2,2,True,0.6000000000000001,True,210.0
sess02_subj02_EEG_MI.mat,2,2,3,True,0.3500000000000001,True,357.0
sess02_subj02_EEG_MI.mat,2,2,4,True,0.5499999999999998,True,441.20001220703125
sess02_subj02_EEG_MI.mat,2,2,5,True,0.6000000000000001,True,435.8999938964844
sess02_subj02_EEG_MI.mat,2,2,6,False,nan,True,143.39999389648438
sess02_subj02_EEG_MI.mat,2,2,7,True,0.6000000000000001,True,497.6000061035156
sess02_subj02_EEG_MI.mat,2,2,8,True,0.6000000000000001,True,427.6000061035156
